length is 5976
-1.64032, 0.177375 , 0.576184
-1.6462, 0.205074 , 0.594781
-1.66005, 0.241059 , 0.619561
-1.67032, 0.282765 , 0.640245
-1.67683, 0.309111 , 0.654099
-1.68591, 0.347848 , 0.675247
-1.68634, 0.385348 , 0.693856
-1.68609, 0.415869 , 0.704898
-1.69153, 0.451461 , 0.717286
-1.70107, 0.481186 , 0.727221
-1.70627, 0.501484 , 0.733655
-1.70721, 0.52674 , 0.740354
-1.70744, 0.547533 , 0.747247
-1.70316, 0.575203 , 0.757832
-1.69323, 0.596941 , 0.768527
-1.68555, 0.609576 , 0.77444
-1.67051, 0.621093 , 0.777052
-1.65666, 0.627548 , 0.775686
-1.6491, 0.62902 , 0.773884
-1.64367, 0.626952 , 0.769154
-1.64172, 0.617473 , 0.763053
-1.63847, 0.609813 , 0.756706
-1.63435, 0.601278 , 0.747466
-1.62695, 0.592509 , 0.737236
-1.61359, 0.57786 , 0.723389
-1.60019, 0.557547 , 0.710567
-1.59298, 0.543279 , 0.700023
-1.57978, 0.519123 , 0.683308
-1.55985, 0.500907 , 0.671149
-1.54501, 0.488122 , 0.665932
-1.52, 0.469098 , 0.660062
-1.48628, 0.449343 , 0.65543
-1.45859, 0.435046 , 0.654043
-1.40896, 0.411014 , 0.651153
-1.35281, 0.386048 , 0.64508
-1.31063, 0.370952 , 0.641072
-1.24492, 0.35033 , 0.635223
-1.1824, 0.323527 , 0.622215
-1.14026, 0.304343 , 0.60901
-1.07993, 0.274422 , 0.585461
-1.01924, 0.245648 , 0.556414
-0.978694, 0.228308 , 0.53432
-0.909528, 0.20423 , 0.497209
-0.839873, 0.185656 , 0.457438
-0.802526, 0.175585 , 0.42858
-0.75113, 0.168257 , 0.387509
-0.695509, 0.167968 , 0.353677
-0.656142, 0.168998 , 0.332682
-0.594516, 0.173277 , 0.302708
-0.529875, 0.176008 , 0.274077
-0.440748, 0.180758 , 0.24016
-0.396808, 0.183122 , 0.224571
-0.353328, 0.183439 , 0.20897
-0.311184, 0.182183 , 0.192667
-0.276364, 0.168912 , 0.168719
-0.218298, 0.15444 , 0.138798
-0.177301, 0.141736 , 0.11688
-0.15365, 0.131401 , 0.103539
-0.114791, 0.116194 , 0.0842822
-0.0842336, 0.100967 , 0.0656805
-0.0689104, 0.091807 , 0.0554453
-0.0463904, 0.0913967 , 0.0410827
-0.0259776, 0.0904727 , 0.0250904
-0.0171891, 0.085441 , 0.0153428
-0.0113684, 0.0783919 , 0.0101375
-0.00212734, 0.0591079 , 0.00165567
0.00208604, 0.0528321 , -0.00869553
